USD,EUR,GBP,JPY,AUD,CAD,CHF,CNY,SEK,NZD,RUB,INR,BRL,MXN,HKD,NOK,KRW,TRY,ILS,PLN,IDR,HUF,CZK,DKK,MYR,PHP,PKR,EGP,KZT,ARS,CLP,UAH,AED,SAR,QAR
1,0.931,0.79,161.36,1.5,1.37,0.903,7.29,10.6,1.65,86.65,83.47,5.59,18.38,7.81,10.66,1381.85,32.68,3.76,4.02,16344.99,367.41,23.37,6.95,4.71,58.69,278.86,48.26,474.1,914.5,943.57,40.65,3.67,3.75,3.64
